,count,mean,std,min,25%,50%,75%,max,beta,entropy
DISCA UW Equity,251.0,7.942553982714293e-05,0.01895499944900053,-0.06868954485240814,-0.012215714922097451,0.0,0.010717725624737509,0.07050592337635268,1.0263250742554584,1.6899688496451868
USB UN Equity,251.0,0.0002534664431726539,0.021794141636933783,-0.08979763912310283,-0.011127440937562813,0.0007272727272727117,0.01142156050551904,0.08244557665585925,1.2765722842879446,1.611023345567897
1684442D UN Equity,251.0,0.0008365363882174,0.024099899085222247,-0.09811552642359687,-0.011755355885970898,0.00036717459151832434,0.01266248421796037,0.13871763255240444,1.291785162772415,1.4006076019213693
PPG UN Equity,251.0,0.00012638303770665286,0.0191614852900468,-0.0649402390438247,-0.011769294768811184,0.0008710801393728554,0.011203356708245734,0.05976696367374913,1.1707249368024515,1.7841417408979798
T UN Equity,251.0,0.00014272914377339976,0.011580035472253414,-0.042516418942274474,-0.007383358344258705,0.0010023387905112309,0.0076918991346697635,0.0415162454873647,0.5938783031981741,1.7308466564944138
HSY UN Equity,251.0,0.0011741226827542803,0.011689043699971998,-0.04041416165664665,-0.005934034695193265,0.001075461552249548,0.008202559304606527,0.03867516971816504,0.41864221222659137,1.7917606621861322
M UN Equity,251.0,0.0012030483570962332,0.023106958446021692,-0.09080633006782217,-0.013059588604717579,0.0008250825082509541,0.014355260960463172,0.07709836688188383,1.1471687681224025,1.7365366217048546
PXD UN Equity,251.0,0.0004508006660570676,0.028493975193099416,-0.10180707559175363,-0.015562973596941698,-0.00022758306781970895,0.013949201949983664,0.12584907990613806,1.513139343938866,1.5919842689373631
1431816D UN Equity,251.0,0.0003092442389316417,0.02803650415585885,-0.0903873744619799,-0.0150051780809582,0.0014970059880239203,0.013793759512937591,0.14130434782608683,1.3696874193577073,1.5815360732146013
KMX UN Equity,251.0,4.4819030231715276e-05,0.023957273427386593,-0.11009843237331388,-0.013477364113184533,0.0003076923076922465,0.01344397557444714,0.07011795543905626,1.1549815779405357,1.679584028193077
RRC UN Equity,251.0,0.001647008529161454,0.029303283539653002,-0.11452344931921322,-0.012612596566456547,0.0019102196752626823,0.01647737147420094,0.12123411978221414,1.2404995652760118,1.6158705379984213
AON UN Equity,251.0,0.0002591820426168634,0.01730238063284861,-0.06905769659166855,-0.009487900262025312,0.0006098800569221618,0.009310255159637286,0.08734146925101696,0.9249774899074226,1.4763916127295826
MAR UN Equity,251.0,-0.000948752546502726,0.023063559478689308,-0.0742929413274191,-0.014498601941285421,-0.0013063357282822566,0.012661591860856851,0.05668851195065527,1.3184445308346613,1.9543883214394175
MHS UN Equity,251.0,-0.00014940356900870782,0.022084250056638364,-0.08969584109248915,-0.010382503214973653,-0.000914411119239158,0.00884302794640847,0.14431695948368586,0.8840998327001637,1.2347404039440952
TWC UN Equity,251.0,-7.275482389510512e-05,0.017150628035362565,-0.07730426164519318,-0.008896932619850122,0.0005534800055348866,0.010577496103419806,0.047275114904793095,0.778718571453099,1.6729663020391747
ABC UN Equity,251.0,0.00044879840779170555,0.01606373354950692,-0.0596407185628743,-0.008029434514449454,0.00024648755237855586,0.010754087157651297,0.06242905788876264,0.7811181859956914,1.604893142243088
AMT UN Equity,251.0,0.0007638493270892518,0.01812214321011371,-0.07921770051363095,-0.008543618748474528,0.0009861932938855455,0.011284122872676817,0.0627722772277228,0.7900445345286031,1.6118731043148402
9876566D UN Equity,251.0,0.0006855235490918141,0.01627341411215089,-0.0702784300570278,-0.0075446015061818375,0.0008074935400516337,0.007858347652048627,0.08587407541042753,0.9083537952006259,1.3640559000847208
YUM UN Equity,251.0,0.0008585324047966322,0.01583918904669086,-0.05763914424865155,-0.008389392302190221,0.0013035550325243015,0.009874590019531612,0.06587973620446747,0.7636297378206226,1.6523366670740902
KIM UN Equity,251.0,-0.00022364253126016102,0.023159477400277604,-0.09011808576755745,-0.012263560279214469,0.0016750418760469647,0.011782628501916135,0.11270491803278679,1.3398975323409028,1.4909308580685718
HCBK UW Equity,251.0,-0.00251896405056106,0.027071446350298862,-0.10688140556368966,-0.014288491918823691,-0.0011556240369800129,0.00970422240802674,0.0854368932038834,1.3412813267377712,1.6276335341342285
GILD UW Equity,251.0,0.0006109698982949307,0.01802998159011309,-0.09077231695085267,-0.008514568903022188,0.0012565971349586395,0.011313782388871839,0.06894649751792609,0.7451339689804435,1.4845093326214491
1683997D UW Equity,251.0,0.0005472587164807707,0.023850596090807658,-0.10126582278481021,-0.012754801096741146,0.0006250000000000977,0.013268997241341715,0.11861969805895042,1.1723566859763426,1.4422048864365995
ADI UN Equity,251.0,-5.383674533635902e-05,0.01904453696159318,-0.055820895522388086,-0.012319166305629233,-0.00031746031746036706,0.012649823409994706,0.05891126025354225,1.0106665201250455,1.8855376725852548
LEN UN Equity,251.0,0.0005127665844755643,0.02794740831955338,-0.0926461756837911,-0.015101679658096301,0.0,0.01737702480670839,0.09265116406991297,1.4827266495242462,1.8145504719507983
PRU UN Equity,251.0,-0.0003991146095785293,0.026956498305102532,-0.10835339877755142,-0.013744390670392025,0.0010291595197255965,0.015075317561505468,0.09223099293726626,1.6519842506027254,1.6477382918756436
RDC UN Equity,251.0,-0.0001058973441628411,0.0273017330443705,-0.10426417056682262,-0.01617258036896562,0.0,0.013574363212886107,0.09662626924336704,1.528702058465518,1.6982197144105222
EXC UN Equity,251.0,0.000207095619581438,0.012138273689039488,-0.04859456884230584,-0.006396220603383681,-0.0002427184466020659,0.007212663296953305,0.037328094302554106,0.5531802169683488,1.7192324759298692
9876544D UN Equity,251.0,0.00016138371420592625,0.026039585377896697,-0.13650401482396546,-0.01340245865310602,-0.0021834061135370714,0.012572669079291904,0.09246785058175148,1.3793236203708557,1.500206989344807
ICE UN Equity,251.0,0.0002361005041717288,0.019553380209268625,-0.0567356572258533,-0.011806407379806809,-0.0004984216647283791,0.011469999714974297,0.0874795496102397,1.0149092856448265,1.7089024645924196
BCR UN Equity,251.0,-0.0001677699273493525,0.01630479018931035,-0.1164936562860438,-0.007072418081068746,0.0009675338636852657,0.00813548289718446,0.0519707010812696,0.7885517440968335,1.3011784254310208
CHKAQ UN Equity,251.0,-0.00031724945632109823,0.02730213995699015,-0.1134289447685819,-0.015448685552292115,0.0009066084072146037,0.01367770639308879,0.0910294697340439,1.3397184480425324,1.6835617931639804
DVN UN Equity,251.0,-0.0006999243737918441,0.022312185464355677,-0.07628631715630584,-0.013952602238473544,-0.0008182349503213697,0.01358972181602363,0.058363897305055076,1.2611562509760252,1.9229293991667182
