,count,mean,std,min,25%,50%,75%,max,beta,entropy
USB UN Equity,252.0,-0.00014734770329835617,0.0383927576780184,-0.12120088954781318,-0.021393418888987395,-0.00270875260882534,0.01874571262595636,0.1779735682819383,1.1170767455123978,1.6257260918190888
1684442D UN Equity,252.0,-0.0008464468782888175,0.031183751147208012,-0.1393826005612722,-0.016501183202872714,0.0010163240029053828,0.013536690586923097,0.11405295315682279,0.9655698016249341,1.5367566830843065
KBH UN Equity,252.0,-4.2452740915291575e-05,0.05813973751744387,-0.16045245077503148,-0.042545473124872286,-0.002501097621737347,0.034965439625280745,0.2032418952618455,1.435230675382352,1.8666053010340722
PPG UN Equity,252.0,-0.001439568481580961,0.030592873679020957,-0.114979112790929,-0.017202506656200343,-0.0020272301305636637,0.011677141485070599,0.148347943358058,1.0043457299465917,1.4951623455094918
T UN Equity,252.0,-0.001037242065015608,0.028747923226692586,-0.07721139430284853,-0.014310182991425375,-0.0020695135240712675,0.010437503599470117,0.16280107047279208,0.9294315913772784,1.4900866936644592
HSY UN Equity,252.0,-0.00013298601215027604,0.02469011414266776,-0.09394521864488219,-0.012617090588698861,-0.0011226298679716468,0.011135575965444736,0.09367296631059989,0.6040650890318049,1.6241452697494907
M UN Equity,252.0,-0.002099609215800905,0.05279750569747759,-0.17523809523809522,-0.035059290954902726,-0.0012940768566140665,0.03271883694991274,0.1818181818181817,1.4336923915696285,1.7758327825719944
PXD UN Equity,252.0,-0.003107164687654047,0.05052416836563721,-0.22200584225900677,-0.027084741898777173,0.0024289193580815834,0.025153144357044396,0.18973509933774838,1.3784418426666036,1.5942481684523204
1431816D UN Equity,252.0,-0.0003327884122101736,0.05020284599775309,-0.17783505154639173,-0.027290760662241502,-0.0033179877522856575,0.02191384082675193,0.20646766169154232,1.2068874174556745,1.6132263564413292
0111145D UN Equity,252.0,-0.00036243820729939556,0.02653478747008025,-0.1189308484551251,-0.014066136143422735,0.00012748597654255495,0.013071500658736739,0.0953125000000001,0.7464234394014247,1.5604255355356607
1524867D UN Equity,252.0,-0.001772763662374504,0.04800284836500948,-0.1826522101751459,-0.02415029237984736,-0.0010530913255148789,0.020427442960236995,0.31623036649214653,1.3319326459200982,1.2756834923271887
TMO UN Equity,252.0,-0.001507440980079882,0.030081559351705856,-0.09406494960806262,-0.015839820297436216,-0.0011479856575587,0.012693077390795515,0.168983174835406,0.8663648582959784,1.4666498782360062
RRC UN Equity,252.0,-0.0003110932884381021,0.052319727554266775,-0.17700493122242408,-0.03027697279365496,0.0037850358833410045,0.029005319578488717,0.1991809381980641,1.3022810219716567,1.7233508003049456
AON UN Equity,252.0,0.00019322245048828172,0.022836002989772893,-0.0748524203069658,-0.0114642650983814,-0.0006723649026072561,0.011890262729991781,0.11023622047244083,0.5628613904362741,1.5832159539446002
CIEN UW Equity,252.0,-0.004930066485741622,0.0504751818363458,-0.24899598393574296,-0.029470478114960952,-0.003652399784868595,0.022033020592177422,0.1650618982118296,1.2441752066478042,1.5747286598843373
MAR UN Equity,252.0,-0.0013438510869298308,0.039002873439594514,-0.1234955932785864,-0.02262282648910238,-0.0011813138970033666,0.019264039851959167,0.15170255507778133,1.146944547368334,1.7102891488175243
MHS UN Equity,252.0,-0.0003960272916598611,0.02984771317153847,-0.10118189680023057,-0.01586817785192686,-0.002824285766759451,0.013007879198632936,0.145430463576159,0.7222896289094571,1.5479880247045195
ABC UN Equity,252.0,-0.0006202370563846835,0.023051699529115215,-0.07193515704154,-0.013047432774391587,-0.001272265446539605,0.008198620373571105,0.10220713073005099,0.5710903812583394,1.6045509379049372
AMT UN Equity,252.0,-0.0007125425242496522,0.03618626819241262,-0.10447761194029838,-0.021097993503951834,-0.0007674959155693929,0.016724159352248927,0.20219885277246638,1.1057590388062755,1.5093432539162117
9876566D UN Equity,252.0,0.00048143336129028005,0.03659532991351525,-0.12558139534883722,-0.015176639974067957,-0.00018820780266651664,0.012795562536138932,0.1680851063829787,1.1066352217779192,1.4863359005884735
YUM UN Equity,252.0,-0.0003015760433630013,0.029404995738664785,-0.09035086223071281,-0.016935001241829804,0.0005442528432587593,0.012937581752560684,0.11470744117023537,0.8701287780673703,1.7396095823479543
MO UN Equity,252.0,-0.0014088375204142228,0.02413374369071186,-0.12424242424242428,-0.012548941690739298,-0.0011896539188599846,0.010135658122774331,0.16375291375291368,0.6313078292576724,1.168089667416177
HCBK UW Equity,252.0,0.0008513948027367808,0.03352550432038454,-0.14063435068821073,-0.017685652143166614,-0.0018628705209558978,0.0165306085302536,0.13812858052196042,0.9223136557084517,1.521536095983842
GILD UW Equity,252.0,0.0008957381928782171,0.02893516957596924,-0.12746710526315796,-0.015035038966792478,-0.0004946663199578098,0.016365067348276134,0.13824392847611422,0.7372343883968926,1.4606572084900935
1683997D UW Equity,252.0,-0.0028555750359949062,0.03412471982119608,-0.13804046013486712,-0.016761614821058705,-0.00289483296805471,0.0140937763820284,0.14371708051166293,0.8523467754140481,1.5347289307689043
ADI UN Equity,252.0,-0.001402480433659791,0.03014009722497809,-0.1326306543697848,-0.01580489209913463,-0.0012118228119131866,0.0126194304088194,0.12242990654205613,0.8476916025888306,1.5846959519875348
LEN UN Equity,252.0,-0.00016870631111121152,0.07199112020823743,-0.20501320367187822,-0.04273842657582193,-0.0028204882348756505,0.038080200492742106,0.3165711535937706,1.6986338895617057,1.7191728295566362
PRU UN Equity,252.0,-0.0021639067811363884,0.06728325618661792,-0.23146223146223138,-0.023763423353413634,-0.0029736201650348002,0.01767331332521542,0.38250761140326595,1.8650712306326576,1.312033520055994
RDC UN Equity,252.0,-0.0022036404210257197,0.053741856598052154,-0.19365994236311246,-0.02304808050261129,-0.00047670373225731943,0.023997552864659946,0.2513529765484065,1.5454747916953728,1.5312402668859637
EXC UN Equity,252.0,-0.0009046664259255064,0.033342878954207074,-0.09796872191263711,-0.015416585660957697,-0.0008511264699067101,0.014899389540782456,0.17201350780920216,1.0186702213324457,1.5118350644271215
9876544D UN Equity,252.0,-0.004122699345962118,0.04467272338720467,-0.1362032462949894,-0.030018326126648988,-0.005470890661530246,0.018796672032553096,0.17035110533159956,1.251411169253489,1.7539682840715842
ICE UN Equity,252.0,-0.001118512403399063,0.06594488681796544,-0.17717184527584023,-0.03292152704413605,-0.004811878487226497,0.02631279711975111,0.4079948211684737,1.914244936015024,1.4769567855198622
BCR UN Equity,252.0,-0.0002020054304472699,0.017966010492483246,-0.07677586400990649,-0.01057693223776705,-0.0014270960115306533,0.009572773990218341,0.06875399361022358,0.424189423561966,1.5783184396270784
CHKAQ UN Equity,252.0,-0.001706570934285619,0.06084242356925324,-0.27564766223477893,-0.0269179536428938,0.001516175113914578,0.024618705382907065,0.2438162557370175,1.5355648139954476,1.4249444506109756
DVN UN Equity,252.0,-0.0003973266538396025,0.04309739728337888,-0.16688829787234047,-0.02780145324649525,0.001992470303497206,0.021348247182450618,0.2146666666666666,1.2252821634722735,1.4762685566036007
ADP UW Equity,49.0,0.0038250577583230716,0.0432291572409405,-0.08158942382969755,-0.030650070466738403,0.0018678965173160398,0.026198468722680827,0.1250404090869016,0.94029059152314,2.0302275402446104
TIF UN Equity,252.0,-0.001536738033148428,0.04329936350224223,-0.11378480577518044,-0.027969298104463733,-0.0024066216710943223,0.01680778225960782,0.1657884069720308,1.167418940539312,1.7989845240376545
AXP UN Equity,252.0,-0.0029530511111185045,0.04589976992921987,-0.17594936708860767,-0.030685851339986137,-0.00011768289178135821,0.019383909040052417,0.17926565874730033,1.4801136562393356,1.6644265655557056
CHRW UW Equity,252.0,0.0007929612975346259,0.033243747880388,-0.15642553191489358,-0.01442991682614572,-0.00011476953891638137,0.018509047993705736,0.093842308566235,0.9334551175856596,1.6416184865722871
VIAB UN Equity,252.0,-0.0024421685553729132,0.03878658926426885,-0.17828685258964136,-0.01507582730425116,-0.003361389456008526,0.01095986919841381,0.2606060606060607,1.0635482056567624,1.20444954429604
1806854D UN Equity,252.0,-0.0001463981347366353,0.02366238315084744,-0.07166077738515891,-0.0150244451609977,-0.0005885014207284146,0.012912148129237954,0.09241645244215936,0.6544866644974678,1.7335079076124447
PDCO UW Equity,252.0,-0.0018926094962085191,0.026829808233561278,-0.11032028469750897,-0.014175658199505869,-0.00014819205690582565,0.011449892549437204,0.12582200789127582,0.7519398721894008,1.4265892079165576
DYNIQ UN Equity,252.0,-0.0031680245858492686,0.06451616471951033,-0.20930232558139533,-0.02445678445400493,0.0,0.020359531772575233,0.48809523809523814,1.4302551303756241,1.2342151585877394
MAS UN Equity,252.0,-0.0017738948030020492,0.0373744245100632,-0.10983236250692825,-0.024219729576278423,-0.000733256617227491,0.01814178755250032,0.12857159443173774,0.9920078152167546,1.8192496663107012
COF UN Equity,252.0,-3.11889047519307e-05,0.05563945705163827,-0.21156640511479216,-0.0326587137909852,-0.005916239661939281,0.025228787993312917,0.1833768169959002,1.717778095304219,1.7068071019373916
CMI UN Equity,252.0,-0.002058329336937162,0.05029745674903227,-0.18402777777777773,-0.030824813420178045,-0.001955591225254156,0.02375939525661619,0.22069396686464518,1.4758254608346246,1.6175038562860464
WFC UN Equity,252.0,0.0013837080696724221,0.052505870283609916,-0.18968501211491867,-0.027629908535371075,-0.0023296336072959898,0.02288485067209007,0.3276450511945392,1.461607259118337,1.3803286773982424
CEPH UW Equity,250.0,0.00030016504028174536,0.020476698677829048,-0.06301034295046284,-0.009990607670030158,-0.0006187255712872682,0.010048703406195828,0.10826164583671485,0.4427186572313581,1.5157874884860127
AEE UN Equity,252.0,-0.0015390645233119198,0.026076276625789253,-0.08958677685950416,-0.011259471499892728,-0.002105700349282063,0.007360017371100697,0.15795206971677567,0.8015962871500824,1.2824165723969791
NEBLQ UN Equity,252.0,-0.0025140008862835793,0.049495053579603425,-0.2074437996270767,-0.024031077299683505,-0.00011372905816659075,0.021835174232258173,0.2744607035212487,1.4746225657342182,1.4032677989883149
LH UN Equity,252.0,-0.00043659135892555205,0.018378163995961462,-0.07224146462147456,-0.01015302051823904,0.0001427023931110874,0.008596478349385244,0.10967979389032008,0.49078699797135605,1.3920063359970902
ITW UN Equity,252.0,-0.001207675841079939,0.027289575550323613,-0.0963241212771667,-0.016184614792942434,-0.0008520276270307451,0.011008721482361483,0.13046098222356148,0.9262889339905324,1.5398463016354051
GOOGL UW Equity,252.0,-0.0025794366621542495,0.03480968580980495,-0.11609009451673169,-0.020800704915447322,-0.004546262067147325,0.013195251607978156,0.1999128842427152,0.9218262737601357,1.4484826050066433
UNP UN Equity,252.0,-0.000545743150156932,0.03126790145694404,-0.1400889453621347,-0.013649260427629721,0.00040739082553697525,0.015705250960151282,0.09051724137931035,0.8527706786820166,1.6600916808641373
