,count,mean,std,min,25%,50%,75%,max,beta,entropy
DISCA UW Equity,251.0,-0.0009664437960731574,0.016907875566326534,-0.06616204093075412,-0.009441199876063006,-0.0005148810725679995,0.008938277803536796,0.06315332964452884,1.1750145720449527,1.6772111978934348
USB UN Equity,251.0,0.0005158961506109485,0.00895145784589396,-0.029278743156391264,-0.0039464057415627175,0.0014224751066856868,0.006000034340300388,0.0323315118397086,0.955947014049044,1.7491651105025503
1684442D UN Equity,251.0,0.0007954325744311997,0.01100668476417381,-0.035571203107927725,-0.005566044748758716,0.0003766005523474911,0.00693416770399274,0.034956172774316216,1.1743556250989167,1.8502103442166735
PPG UN Equity,251.0,0.000871010454682764,0.01164802915284942,-0.037918823208934936,-0.005165551717076474,0.001149597640825802,0.007052720183374555,0.058955029893423466,1.122790584548717,1.5511057355476223
TWC UN Equity,251.0,0.000589678443864927,0.012777981497967545,-0.04944289693593311,-0.006593308446688609,0.0006963303391128355,0.0068119961510393155,0.07020914936072722,1.0033130773789818,1.4529374557772834
HSY UN Equity,251.0,0.00036326053088225045,0.00940477752547368,-0.041238142785821365,-0.004648851503521539,0.00010150223304917901,0.0051611963107711795,0.0343865244692515,0.6140931894016808,1.5950485478306278
M UN Equity,251.0,0.0009317063384171851,0.014332913931762272,-0.05505354752342703,-0.007440023113868382,0.0012050266827335716,0.009021862547435838,0.07638888888888877,0.8530608330443544,1.4304012308181826
PXD UN Equity,251.0,-0.0004306548003357493,0.02225623683173936,-0.10932155960450228,-0.013535551453741497,-0.0004654951704876789,0.01464131464821598,0.07418397626112759,1.5813515653392556,1.616112562356932
1288453D UW Equity,251.0,0.002232227157297659,0.025856558155471672,-0.07040209028886622,-0.007874534863730007,0.00014647722279193082,0.009192730387103068,0.3049546406140962,1.0894058926803007,0.839952830135341
KMX UN Equity,251.0,0.0015932227026846516,0.020167559508549145,-0.09486839613709534,-0.00879783538507789,0.001484938481120074,0.00893052263203259,0.16497349823321553,1.3274308099474443,0.925907331120089
RRC UN Equity,251.0,-0.001512879499672251,0.01889770736213731,-0.06159850670286785,-0.01350896037043334,-0.0015733578077879945,0.007303113553113588,0.0633802816901408,0.8516690618215746,1.8203514906493736
AON UN Equity,251.0,0.0006231093004195074,0.011072213935050462,-0.051115752445861334,-0.004158691712351958,0.0012138868657442163,0.006697797444288613,0.04771757403336348,0.9932435775302194,1.4532708347275085
RSG UN Equity,251.0,0.0008265005279607173,0.00778566854709997,-0.03517587939698489,-0.003716333673974905,0.0008178844056706962,0.0056775757078472424,0.04800753059303412,0.5861040199696897,1.2726548929300394
1566019D UN Equity,251.0,-0.0001466533069646662,0.020145428555309614,-0.16953186987569435,-0.009328268644535571,0.0005750431282345032,0.010127735397517056,0.053939393939393974,1.1662350626136828,1.1671118487261884
CPRI UN Equity,251.0,-0.00015557082386112868,0.020933050213710513,-0.08424156943197837,-0.009012409062279613,-0.00010199918400658013,0.010601071556003861,0.17268814399373933,0.8936815184273587,1.1024828607604684
T UN Equity,251.0,-0.00011667114821308568,0.009102326629505142,-0.041116446578631484,-0.004151467037581446,0.0008457851705667082,0.005380267527956431,0.03428398058252435,0.5639068928847014,1.54118279664887
ABC UN Equity,251.0,0.0010614929296330366,0.00967842985249016,-0.034319356691556585,-0.004231939574505978,0.0009591668950396434,0.005184644051168642,0.06395786305492863,0.8083041762820756,1.2569092917837403
AMT UN Equity,251.0,0.0009181281564885034,0.009752355550406714,-0.0439481268011527,-0.004033610991565873,0.000993541977148478,0.006103807769871097,0.04223064428803471,0.749123640081298,1.5063597188495481
9876566D UN Equity,251.0,0.00036963468838903293,0.007663141932435494,-0.033850797757654164,-0.003665433619803326,0.0007596310363536969,0.005486462137977062,0.02302143008699344,0.6712521907390404,1.7010156550797868
YUM UN Equity,251.0,-3.1156206082414776e-05,0.013388942056514872,-0.06891530610529144,-0.0056919969656987375,0.0013528687299134954,0.006118705788939728,0.08917738361998286,1.0824400588636924,1.1355004548753185
KIM UN Equity,251.0,0.0009931459731496674,0.008421379735932348,-0.028273162244454052,-0.004744827181595515,0.0013428827215757,0.006487903490894729,0.026830377444292855,0.6396630692949856,1.8370584995397763
HCBK UW Equity,251.0,0.000389236763933847,0.010655701534695014,-0.05838641188959668,-0.005411312454100456,0.0010626992561104981,0.007092315067551019,0.03062302006335788,0.9273051932215203,1.5737107357941735
GILD UW Equity,251.0,0.0011224858264418478,0.02092047528278392,-0.14338404794836326,-0.010278879338229564,0.0017374038222884162,0.012299768979079955,0.04878335488421307,1.3167435527894684,1.4008800963352757
LEN UN Equity,251.0,0.0006332852031317495,0.015722734550008593,-0.05259579119978136,-0.008162134177419157,-0.00022935043370162452,0.00928331759479644,0.0580113467623835,1.087506850034573,1.718711470285421
PRU UN Equity,251.0,8.539757868149286e-05,0.014045538591087385,-0.0466879962080815,-0.007515904733086665,0.0006747638326585951,0.00987165619785288,0.03947673072470492,1.520734270031059,1.8740241147067505
EXC UN Equity,251.0,0.001324990104958126,0.013086493745742193,-0.043142476697736284,-0.0052012582024222554,0.0014140271493211867,0.00893078677174291,0.04024943310657601,0.550008231660035,1.8529048390859297
ICE UN Equity,251.0,-6.107765814497164e-06,0.013369346857678328,-0.047633209417596134,-0.007936292252609375,-0.00014829461196243766,0.008378237780161352,0.03701977839908874,0.8812086864031802,1.8544147899958825
BCR UN Equity,251.0,0.000998631923798614,0.011420986344507573,-0.04728132387706856,-0.005120805120418398,0.0019083969465648186,0.008121936735073356,0.04223543722124612,0.9031260723145926,1.6620730350271407
CHKAQ UN Equity,251.0,-0.0006777185727847006,0.025701130373839497,-0.12065972222222222,-0.011765830995843763,-0.0011337868480725624,0.011225134108896721,0.16994935284186832,1.203255919865478,1.2095763205477728
DVN UN Equity,251.0,0.00016275685704727496,0.01793244900414309,-0.07888159950015616,-0.00844471128269966,-0.0005660110372153141,0.009825564771070876,0.09996429846483389,1.360629181775067,1.3355871814714233
ADP UW Equity,251.0,0.0007349979063722242,0.00914963523693478,-0.032898006803713215,-0.004005022082879749,0.001074661018680638,0.005312126535035814,0.035845471817606056,0.9828696899575864,1.6843440834661865
WMT UN Equity,251.0,0.00037218973069783734,0.008382941668291233,-0.035650166709412685,-0.004600430226955002,0.0,0.004994538193442763,0.04722222222222216,0.547381380140156,1.3700851803432048
