,count,mean,std,min,25%,50%,75%,max,beta,entropy
USB UN Equity,251.0,0.000985385973772691,0.05398178492062725,-0.18165304268846502,-0.020239415421058785,0.001808318264014535,0.023115097346524983,0.22841225626740955,2.15113218690313,1.565693556099785
1684442D UN Equity,251.0,0.0012658077637618264,0.026948243875781066,-0.17019400352733685,-0.014450897100760456,0.0011511895625480099,0.016171882182131798,0.08569608155463516,1.0198516746191064,1.4375647620632261
PPG UN Equity,251.0,0.0014772625626998646,0.024561329103297582,-0.0789133247089263,-0.01290995708592381,0.0012272089761570877,0.012633172128079722,0.1081355932203389,1.1925569924979806,1.6331472181822517
T UN Equity,251.0,-4.97523806357191e-05,0.01694515422242215,-0.05137118578601784,-0.008492724532729114,-0.0004055150040552134,0.00915451650745773,0.06277141729174905,0.6751130932621083,1.7811990947309173
HSY UN Equity,251.0,0.0001170072111449301,0.015515545117108773,-0.05774985038898872,-0.007668936247953584,0.0,0.007366770471710358,0.07317073170731692,0.4312706847050737,1.5311942474291125
M UN Equity,251.0,0.0026113096141411937,0.04339535689739514,-0.10553278688524584,-0.025034469399149946,-0.0017006802721088073,0.02557047484290085,0.15116279069767447,1.822928387561802,1.9216594898219
PXD UN Equity,251.0,0.004739533303659323,0.04070692616265971,-0.1288553803975325,-0.019447767562958112,0.005649717514124341,0.028586071345511856,0.14462809917355374,1.8600855339997464,1.8087380923487588
1431816D UN Equity,251.0,0.002902836849095206,0.04096277712060056,-0.1344827586206897,-0.020619967793880874,0.0019880715705764985,0.02155818915436132,0.1804281345565749,1.6135256719212476,1.626658726391938
0111145D UN Equity,251.0,0.0008882867977289022,0.017914110351810408,-0.07080163838502043,-0.007885159526962324,0.0007038948850305288,0.010026836037313653,0.10458404074702893,0.7146903989063155,1.433090339271267
1524867D UN Equity,251.0,0.0022036148889447078,0.03459697073859622,-0.08686659772492243,-0.019913246707058383,0.0053475935828877766,0.023913386813055153,0.10776942355889717,1.566117392293924,1.9562749005039768
TMO UN Equity,251.0,0.0014042707208448586,0.020636345850032996,-0.07956805910770097,-0.00947008391910047,0.0013758312313690041,0.012819737213079795,0.08579795021961932,0.6852039417770472,1.5975530293269795
RRC UN Equity,251.0,0.0016894031223088249,0.03207973802548865,-0.07949249093733818,-0.01665191825758053,0.000442673749446727,0.02252787815389448,0.11747501827930783,1.3455569898793693,1.8799592620448697
AON UN Equity,251.0,-0.00043644392035449136,0.020520314008032108,-0.13791469194312797,-0.00998233946852837,0.0,0.009667627999715173,0.1144032921810698,0.5875922691091444,1.1494754973125567
MAR UN Equity,251.0,0.0018115729189714042,0.03331730605362876,-0.07859101434471957,-0.01657194018053901,0.0012203443208061676,0.020363857640306824,0.12555842598803948,1.4752733634892108,1.864945936116527
MHS UN Equity,251.0,0.001798834948171161,0.019699575920786853,-0.07364167040862149,-0.00843791905830261,0.0025496266618102456,0.010956095832475997,0.058367768595041274,0.5868863760275429,1.7757925204982914
TWC UN Equity,251.0,-0.000129546873861886,0.04783624386583442,-0.624031007751938,-0.013237828207599514,-0.0012403100775193535,0.018894740889911124,0.14201834862385324,1.1698176649978957,0.7248771129328264
ABC UN Equity,251.0,0.0016748053111317132,0.017310969324573374,-0.09705317104420236,-0.007992545088759184,0.002002402883460181,0.011956106655884292,0.06220258327668247,0.49818278961149937,1.4699754465331325
AMT UN Equity,251.0,0.0016746587589156568,0.02226828730077515,-0.05615251299826693,-0.012592276880022287,-0.0006248047485160755,0.013388634630053405,0.07382550335570472,0.8813561082887389,1.9122912812681334
9876566D UN Equity,251.0,0.00017028001528924906,0.022930911256922863,-0.06332637439109248,-0.01022396081700725,-0.0006082725060827481,0.011697658589721348,0.06979222163026098,1.010112993003951,1.8647884607715788
YUM UN Equity,251.0,0.0005863135214719762,0.021679955776726635,-0.06016974200903611,-0.01315853013166599,-0.00028948098471785587,0.012255486473209155,0.0757289463648025,0.8877936592826835,1.856856830773337
MO UN Equity,251.0,0.0010984015859377713,0.01259628875047672,-0.038066465256797626,-0.00568918336940033,0.0011019283746558197,0.008767189095057956,0.046658259773014,0.23817734910529914,1.789481955857515
HCBK UW Equity,251.0,7.380280562331771e-05,0.031226368243189296,-0.11144278606965183,-0.014227967107548216,-0.0015015015015014694,0.013852855269600216,0.12426729191090276,1.4314898903430788,1.6097120067543207
GILD UW Equity,251.0,-0.000601208599377421,0.01699453382482938,-0.04985870004037139,-0.010723860713138002,-0.0006939625260234567,0.007871225006681335,0.05922707523439295,0.4127458049013156,1.8473320122197814
1683997D UW Equity,251.0,0.0015842734278908631,0.02937063113990057,-0.09955891619407689,-0.015206217917803584,0.0009689922480619948,0.021011941106885042,0.08955223880597024,1.0043092449446769,1.8533092398641655
ADI UN Equity,251.0,0.0021558927551865795,0.023391022486181707,-0.06454630495790455,-0.010704884416624427,0.0010901162790698088,0.013509358427241125,0.15646258503401372,0.8246846121195364,1.4150248289266845
LEN UN Equity,251.0,0.003045379502224119,0.05906971387107639,-0.19877361966419288,-0.031107759041347095,-0.0017037516611578334,0.03308858420315933,0.21279733282041408,2.461343429367432,1.7388976774259486
PRU UN Equity,251.0,0.004238887002062745,0.06851850376669391,-0.24719101123595505,-0.024505377412159975,0.002721943048576268,0.029357227741866287,0.26765536723163835,3.305417710137261,1.5331440375131513
RDC UN Equity,251.0,0.001794138176516708,0.037656849775830906,-0.11194496560350224,-0.021726708074534196,0.0027901785714284128,0.025583642825765765,0.10690423162583515,1.7637180974966078,1.958884011972682
EXC UN Equity,251.0,-0.0004528550467742371,0.018563044897264496,-0.06090519649841677,-0.011007472980708905,-0.0010148163182464838,0.011136046390933685,0.05138169257340247,0.617011837960945,1.8927147111773033
9876544D UN Equity,251.0,0.0022433315563924246,0.03828804182468603,-0.09440559440559441,-0.01825139556910419,0.0,0.02080707695563916,0.1636726546906188,1.5574683654350883,1.7210474516785468
ICE UN Equity,251.0,0.0018556421203155867,0.037919731401878175,-0.14260273972602733,-0.017536678591821734,0.0026797677534614686,0.022063320238085674,0.126573889993373,1.3232250495796125,1.7195903310704446
BCR UN Equity,251.0,-0.0002420833227293146,0.014506064744105627,-0.07635848570692755,-0.007585693116427941,0.0,0.008353623324335773,0.03943762659358975,0.31089260232349586,1.5765848593351315
CHKAQ UN Equity,251.0,0.002304828527798164,0.03716676916452441,-0.13682865733782767,-0.0185352669663827,0.002176759208543034,0.02563986646883199,0.10544216229518137,1.5540936521454274,1.8266738820069146
DVN UN Equity,251.0,0.0007206161454504131,0.029717207034195278,-0.09915273643233337,-0.018119484215079466,0.0011125017382839423,0.018270251618117808,0.11986049926578564,1.2932139484643597,1.7066374326977942
ADP UW Equity,251.0,0.0003609206808476276,0.01616674538561944,-0.049248016886638345,-0.008934215186190912,0.00022829552462042557,0.009834337320535753,0.06550083843810968,0.6681527872288736,1.7496222733675388
TIF UN Equity,251.0,0.002594224745401221,0.032504142329914984,-0.08398364920104057,-0.01607823456180307,0.0006749915626054531,0.015860088542652508,0.15521502718734556,1.4426120265426383,1.6733221929778115
AXP UN Equity,251.0,0.004046461355824029,0.04740081589397725,-0.1297569922054103,-0.020334993191343898,0.002782193958664558,0.023678070528901717,0.20648545541249413,2.2117873225174534,1.6796547238792823
CHRW UW Equity,251.0,0.0004389091463960231,0.021957364194498365,-0.05420678107994984,-0.00984881804928334,0.00017346053772763245,0.01150646404150879,0.09036969420356003,0.9669487095663457,1.7767980789316478
VIAB UN Equity,251.0,0.0020375131415528197,0.028492344622999675,-0.07492447129909366,-0.014670637338955603,0.002332555814728315,0.017064897553337358,0.09856262833675573,1.309826171248278,1.8751289943521896
FMC UN Equity,251.0,0.0012975336569247364,0.031005283227990926,-0.11945079885034138,-0.015725009234747223,0.0012445116216026223,0.018383021728820316,0.09578472784574656,1.4146622086002627,1.7512408231317318
