,count,mean,std,min,25%,50%,75%,max,beta,entropy
USB UN Equity,250.0,-0.000598562635405079,0.011921031068347252,-0.04007029876977155,-0.007084507510723478,0.0,0.006870877252293018,0.0414213197969543,0.7626168436732127,1.7290567057476836
MNST UW Equity,250.0,-0.0007806435331296138,0.019135958657659904,-0.14439008994792488,-0.00807109650732336,0.0006692347154399353,0.008681020878567472,0.054169202678028036,0.9486037524901456,1.2946361101035913
WRK UN Equity,250.0,-0.0019880792080280555,0.01803051666954848,-0.09420779806175343,-0.00967641314961479,-0.00032441352538036005,0.007815264875511057,0.05874006810442679,1.1293332606758297,1.5014492504705261
PPG UN Equity,250.0,-0.00045658963703915323,0.015232722920540677,-0.10056579667822592,-0.008234876496543043,0.0007228306417977919,0.008374520337440725,0.060646348946614775,0.8102577891608769,1.3166667088894413
T UN Equity,250.0,-0.0010888504527570369,0.014886806697725937,-0.0805572380375531,-0.007811199705581062,0.0007170558873671215,0.007383182645107495,0.0456608811748997,0.6634204536791519,1.492174965528517
HSY UN Equity,250.0,-9.431804530161619e-05,0.013104063809550691,-0.05945798966736157,-0.0075998299638138835,0.0007527267920270598,0.007552196128720388,0.0735753527954325,0.3556140743432169,1.3805699812004357
M UN Equity,250.0,0.0008408610710993234,0.026144054305935874,-0.15949306551889053,-0.012131274303521464,0.0006740196845715632,0.016472964135052327,0.10825258937520889,0.9368696464119477,1.344289492126672
PXD UN Equity,250.0,-0.0008834213633555326,0.020590559165104487,-0.05661089445213235,-0.013384825307475015,0.0005684501485452274,0.011243163843318086,0.08880958793428492,1.1840996652183793,1.7251352827863449
HII UN Equity,250.0,-0.0005322338518876756,0.01941132589006657,-0.10541076976182248,-0.009080968090068108,0.0021705986582669363,0.009917536006872745,0.05795360397680191,0.9621870759748468,1.5152283807416815
KMX UN Equity,250.0,3.6935603828872826e-05,0.01829636266478739,-0.057163636363636465,-0.01062477175897748,0.0006631591353249075,0.008794911620631844,0.1286418015482055,0.8816093745108007,1.290860317351347
AON UN Equity,250.0,0.0004640141804897001,0.011213424576031094,-0.038060081466395224,-0.005781609581158696,0.001923983695053472,0.006992618649875292,0.028090290218559563,0.7376090581217963,1.9311870965520885
RSG UN Equity,250.0,0.0003698940134710164,0.010194430656884522,-0.048358733880422,-0.004578446645026835,6.464959917242633e-05,0.005438775921974698,0.04458598726114634,0.5731382479075565,1.4791982713959662
FLT UN Equity,250.0,-4.7750216298810685e-05,0.015805074326395746,-0.04942026230754612,-0.007827798193183223,0.0005755848832131704,0.008096408715813923,0.07978407557354926,0.9440956579418109,1.5393436802143485
AAL UW Equity,250.0,-0.0016816134087214178,0.02526939224928788,-0.09122902003248505,-0.014165016885990499,-0.0009707294405666483,0.011631157736148728,0.08647375504710633,1.3135391389315576,1.7278789441102267
CPRI UN Equity,250.0,-0.0018125200979891567,0.023357654273305703,-0.14621409921671027,-0.01190618486985436,-0.00023882598537327065,0.013109193073644271,0.06722560975609773,0.8330678641461661,1.3969733084029274
VRSK UW Equity,250.0,0.0005952093940573526,0.012513430094431543,-0.0627050332739713,-0.003930892132791184,0.0011701343532220117,0.007838291139400466,0.04318711180124212,0.8638383221748799,1.5526888320034151
ILMN UW Equity,250.0,0.0014335407000721152,0.023173594142879145,-0.07743785850860424,-0.009956187491627218,0.00036097476259745596,0.0129580994544724,0.12142165675563547,1.583297308511995,1.5249474114630457
ABC UN Equity,250.0,-0.0007540412674828631,0.01910017150224625,-0.07387719678889132,-0.011395220171118131,0.001466443745470454,0.011732598142858583,0.09301285634432636,0.8949778589722458,1.5356122990549632
AMT UN Equity,250.0,0.0005393430231075145,0.012877239850131209,-0.04592857142857148,-0.006447043673075926,0.0014430432955023966,0.008128134226358046,0.0531998429524931,0.4556112036814701,1.6308522610871068
