,count,mean,std,min,25%,50%,75%,max,beta,entropy
USB UN Equity,251.0,0.001033808391948057,0.010232579646359232,-0.04293703770521383,-0.0038798651784013195,0.001611170784103176,0.007337804278907244,0.029174058742361602,0.9065491277992054,1.7016131785182904
MNST UW Equity,251.0,0.0011963683230240788,0.01684648704183827,-0.05497675909600897,-0.006627597449495506,0.0020026702269692496,0.00869987649221788,0.0882910846697706,0.9430574981831512,1.4874429381187984
WRK UN Equity,251.0,0.000589521629659483,0.01992332736932715,-0.049373618275607906,-0.013031098414555322,0.0002745744096649646,0.014080563061168363,0.07099879663056556,1.4810024205015626,1.9155104992151128
PPG UN Equity,251.0,0.001163640535580342,0.012580616315982722,-0.05282315340909093,-0.005431856169405474,0.002239432677055098,0.008204370205149279,0.047006046420908845,1.0218266542951029,1.6403767800667453
T UN Equity,251.0,0.0011825306853445045,0.01156729105928667,-0.04332247557003252,-0.004015738778421185,0.0019317450096587984,0.007182755717278389,0.04280682741804404,0.5778934228257258,1.6628793443745487
HSY UN Equity,251.0,0.0013769791804038607,0.010305309768987022,-0.02938467207074427,-0.00365803914322046,0.0019369120088543973,0.007142386094988362,0.04586999231229183,0.1558709704468335,1.6958253333095694
M UN Equity,251.0,-0.0020075984958028144,0.026086304741796386,-0.17686002522068095,-0.013368232072784805,0.0,0.012407253471260121,0.060695056289770045,1.2123150793904318,1.3794994674219834
PXD UN Equity,251.0,0.0007298453529276291,0.02260824225012048,-0.07592002318168639,-0.012202361639224585,0.0010878236275292312,0.013769404179763037,0.11529287039491126,1.4066644136829067,1.5898491567201656
HII UN Equity,251.0,0.0011503587914173728,0.013842148789187903,-0.06950793223984938,-0.006391076528549372,0.0019988007195682876,0.009196622302291811,0.07034488653361246,0.9803639447437806,1.362158286930365
KMX UN Equity,251.0,0.0014567674458545487,0.016646122655259228,-0.06154469075817403,-0.007029968481059743,0.0019150613946153172,0.010488129914398462,0.09610552763819091,0.8602992781706498,1.4485982089276621
AON UN Equity,251.0,0.0015489278318291584,0.012523523936581151,-0.07841528453378653,-0.004546584255021418,0.0018149735316360658,0.008578038572626923,0.07188120079370172,0.8945572009202509,1.1539849518858043
RSG UN Equity,251.0,0.0009323312621194998,0.00817858461490477,-0.0278719397363465,-0.00452031180751337,0.0007881995270802069,0.005291539710142948,0.03674359857618559,0.4421802995715481,1.6534294929371207
FLT UN Equity,251.0,0.0018537510113307311,0.014566583988383829,-0.04102103181736462,-0.004930031266512739,0.0013609002878827055,0.009064481845491868,0.08204575843113941,1.0131548450580419,1.4785628691980408
AAL UW Equity,251.0,-0.00024409734320151715,0.022423173291353755,-0.0844174616941313,-0.012484533319648574,-0.0011497556769186302,0.014607681604029851,0.07058823529411772,1.583925306656981,1.7488422687678626
CPRI UN Equity,251.0,0.00019808979110602857,0.025459476600225715,-0.09848290048855743,-0.012549387715035856,-0.0005002501250624318,0.015995169952920586,0.11297359357060854,1.756282102082109,1.5707849783637173
VRSK UW Equity,251.0,0.0013178436924118188,0.009983481751329529,-0.03481012658227849,-0.003929351044056842,0.002214664241081918,0.0075088102754529255,0.04414696667616069,0.7703575342450665,1.6189468237441988
ILMN UW Equity,251.0,0.0007006732042417331,0.02100313808480827,-0.1611670241434307,-0.010290315602882473,0.0020698576972832676,0.011755265725947768,0.06490993526597237,1.2909736395053766,1.2407298002223075
ABC UN Equity,251.0,0.0006774893966209375,0.017245842213226274,-0.05816158806423073,-0.008574548771121316,0.0021924763443341533,0.010669711115284903,0.061632497134852963,0.8436585638482716,1.7319240540853738
AMT UN Equity,251.0,0.0015912548221158694,0.011450914233542374,-0.0369319403241756,-0.004482947297580184,0.0016430569741107712,0.00864976086133478,0.033233415873843375,0.15718349232662102,1.8912810645667093
YUM UN Equity,251.0,0.0004337139332790013,0.009811523652875631,-0.0581480131243164,-0.004079131796499014,0.0008640241926773766,0.006090883697102214,0.03928190543903308,0.47265652964686844,1.3953298727527248
KIM UN Equity,251.0,0.0014715180116821119,0.012052233298556978,-0.02962548910005596,-0.005350442636990411,0.0019184652278177049,0.00766717893163364,0.04086265607264466,0.5142975782390551,1.9030901054373015
HLT UN Equity,251.0,0.0018772751220255998,0.01388146463761202,-0.05131096701437836,-0.006328054500868548,0.001617305165268337,0.00990210658726378,0.06794940796555451,1.0610395410715217,1.532381226688698
GILD UW Equity,251.0,0.0001854999379570698,0.01342348108807208,-0.04365375990432055,-0.007898777004942587,0.0014033993450803589,0.008842522412696951,0.04597701149425287,0.8452052062752564,1.8154605059583335
CCL UN Equity,251.0,0.00023371214288652424,0.017604024898597376,-0.0872021182700794,-0.008860856389159337,0.0010068465565848624,0.009581502996949477,0.07631296891747058,1.1107905039398391,1.400973667943983
LEN UN Equity,251.0,0.0014632399745514355,0.016376313705578117,-0.06205018478895152,-0.010087321584317431,0.00017998560115187203,0.012132030211526725,0.07927255770575889,0.5699192256944355,1.5163497261023446
PRU UN Equity,251.0,0.000618062815274858,0.015229519102037284,-0.10087849175797058,-0.005423361431808948,0.001962901167926223,0.009155004050489466,0.04638858127230233,1.3827216177323673,1.3634432937581797
RE UN Equity,251.0,0.0010925668200752851,0.01096847416197809,-0.03625555858063349,-0.004645324213598414,0.0020630372492837458,0.007287458307969959,0.038269060936120085,0.4868160768209823,1.7650309388176506
COO UN Equity,251.0,0.0010645344282935584,0.012211234894030407,-0.057335889710581504,-0.005721957264403709,0.0028522336769758903,0.008023171222476358,0.03962435414048325,0.7384829621586203,1.600954608288446
FANG UW Equity,251.0,0.00019145338904653897,0.02401393866591483,-0.1444087332372825,-0.012385586323582446,0.0018563751831950361,0.015158466540011697,0.08590923188255972,1.3840463486228345,1.4011595706605404
DVN UN Equity,251.0,0.0007917629335943794,0.026328936129473863,-0.07301262367792552,-0.014994911363044598,0.00046598322460382154,0.01666044472985829,0.12165935380933389,1.6563700596779527,1.7249404558328427
ADP UW Equity,251.0,0.0011424636142812847,0.01147350335554902,-0.04203418699434271,-0.00450985681498986,0.0022175606832484543,0.008094911884964867,0.040373134328358186,1.0554125122436067,1.6763901724419885
WMT UN Equity,251.0,0.0010036467025227387,0.00908680251730726,-0.03272394881170029,-0.003613487522566746,0.0012378791004745674,0.006386125331358567,0.06111111111111106,0.49356987602590474,1.3291513475049797
TIF UN Equity,251.0,0.002263686188188072,0.026161254511889633,-0.06838340486409145,-0.0077404546379633435,0.0005242660275613629,0.00939049533738126,0.3162861491628615,1.3978275487711214,0.7838152528501026
REGN UW Equity,251.0,0.00019943998422192213,0.018308120373952762,-0.06723054747205519,-0.010228590159678086,0.0011198208286673042,0.011257557691913877,0.06931584362139918,1.090859002149444,1.6986315732873303
AXP UN Equity,251.0,0.0011074671868459072,0.01080603411498463,-0.03688558109102798,-0.004631914572693351,0.0012453300124532565,0.00846260441730234,0.04506047308145129,1.0679297738689257,1.6306532187324547
CHRW UW Equity,251.0,-9.405945980471728e-05,0.01657979972763548,-0.14847547503314182,-0.007542328887053369,0.0012226433549332963,0.008411561687387464,0.04094128947052463,0.8194398952703972,1.168776040344016
LIN UN Equity,251.0,0.0012836421652619458,0.012243194707318142,-0.037636080870917674,-0.005445572477640104,0.0017625380547989773,0.008640233976027475,0.04753389097202197,0.8428192421301897,1.7440406620849092
TWTR UN Equity,251.0,0.0007794936905407376,0.02630738398220793,-0.20808653103270663,-0.011061746543538167,0.0012281240405280672,0.012341779283217048,0.1564408258214598,1.5829629626842183,0.9371950677222329
FMC UN Equity,251.0,0.001831801641249599,0.015870210931553552,-0.05601711983887214,-0.0064258743790719984,0.002483949862427422,0.00966714312907312,0.07556312640899089,1.1891768474847138,1.5595127625349219
UAA UN Equity,251.0,0.0011047690024125383,0.025489242434269414,-0.1892147587511826,-0.009067386660100912,0.0019212295869355978,0.014589500977148286,0.07769652650822666,1.4196304148065535,1.2553664220997356
MLM UN Equity,251.0,0.002058410765679453,0.013944949617073902,-0.03738236319275014,-0.006205467970114731,0.0016515896550429701,0.009831479222211139,0.09978124023393899,0.4861010588273311,1.3309080141975955
MPC UN Equity,251.0,0.00024753302888124183,0.02038877296575571,-0.07067137809187284,-0.013700237042483151,0.0004029008863818699,0.013449507992341563,0.08417447728911323,1.4371858761629959,1.6653399399246913
MAS UN Equity,251.0,0.002073672449353916,0.01681759145504122,-0.06226556639159794,-0.007630496709702455,0.0021097046413501657,0.010658363765942657,0.08112244897959182,1.1139405919309915,1.5144984637161691
